frame_id,stamp_sec,image_path,label_path,coco_image_id,gt_valid,bbox_x,bbox_y,bbox_w,bbox_h,projection_reason
290,11.036,images/pt_camera/frame_000290.png,,290,false,685.6161247740499,135.15621784330807,0.0,212.01402085534443,BBOX_TOO_SMALL
295,11.21,images/pt_camera/frame_000295.png,,295,false,680.8814136458238,135.66920538096818,0.0,212.0102060187871,BBOX_TOO_SMALL
300,11.376,images/pt_camera/frame_000300.png,,300,false,676.1569092387604,135.6976505196239,0.0,212.01554909465273,BBOX_TOO_SMALL
305,11.537,images/pt_camera/frame_000305.png,,305,false,671.4224514430032,135.40296139894912,0.0,212.01580449216652,BBOX_TOO_SMALL
310,11.707,images/pt_camera/frame_000310.png,,310,false,666.0967869149024,134.72044067581203,0.0,212.01566325998778,BBOX_TOO_SMALL
315,11.736,images/pt_camera/frame_000315.png,,315,false,666.0967869149024,134.72044067581203,0.0,212.01566325998778,BBOX_TOO_SMALL
320,11.836,images/pt_camera/frame_000320.png,,320,false,662.5428650322909,134.7204618420788,0.0,212.01008637028218,BBOX_TOO_SMALL
325,12.037,images/pt_camera/frame_000325.png,,325,false,655.747431429262,134.72599726288024,0.0,212.01922151142253,BBOX_TOO_SMALL
330,12.203,images/pt_camera/frame_000330.png,,330,false,653.2139912806042,134.72373557221894,0.0,212.0181887919069,BBOX_TOO_SMALL
335,12.371,images/pt_camera/frame_000335.png,,335,false,653.2043997907101,134.73215251229362,0.0,212.0149491651963,BBOX_TOO_SMALL
340,12.537,images/pt_camera/frame_000340.png,,340,false,653.2031382163036,134.733976397315,0.0,212.015054762073,BBOX_TOO_SMALL
345,12.703,images/pt_camera/frame_000345.png,,345,false,653.2030344666185,134.7340297420169,0.0,212.01508168888353,BBOX_TOO_SMALL
350,12.870000000000001,images/pt_camera/frame_000350.png,,350,false,653.2029449107231,134.7340282951367,0.0,212.0150804510515,BBOX_TOO_SMALL
355,13.103,images/pt_camera/frame_000355.png,,355,false,651.3264660042191,118.73614204094457,0.0,216.92341341246805,BBOX_TOO_SMALL
360,13.27,images/pt_camera/frame_000360.png,,360,false,648.5476088034302,95.87796631802811,0.0,223.63204432823179,BBOX_TOO_SMALL
365,13.436,images/pt_camera/frame_000365.png,,365,false,643.9471548348093,64.64063634946021,0.0,232.43518815919654,BBOX_TOO_SMALL
370,13.57,images/pt_camera/frame_000370.png,,370,false,641.7950733729588,51.991484343028276,0.0,235.862546028159,BBOX_TOO_SMALL
375,13.57,images/pt_camera/frame_000375.png,,375,false,641.5205874834601,50.70172011128159,0.0,236.21377178698344,BBOX_TOO_SMALL
380,13.771,images/pt_camera/frame_000380.png,annotations/yolo_labels/frame_000380.txt,380,true,637.1278420153574,25.16055874520933,1.8721579846426266,242.84728420416704,OK_ODOM_CAMERA_FALLBACK
385,13.937,images/pt_camera/frame_000385.png,annotations/yolo_labels/frame_000385.txt,385,true,633.6175590645021,7.197061931055032,5.382440935497925,247.22947038373124,OK_ODOM_CAMERA_FALLBACK
390,14.105,images/pt_camera/frame_000390.png,annotations/yolo_labels/frame_000390.txt,390,true,628.2258835543037,0.0,10.774116445696336,237.1251217805216,OK_ODOM_CAMERA_FALLBACK
395,14.27,images/pt_camera/frame_000395.png,annotations/yolo_labels/frame_000395.txt,395,true,620.9049376071387,0.0,18.095062392861337,220.6359363119698,OK_ODOM_CAMERA_FALLBACK
400,14.47,images/pt_camera/frame_000400.png,annotations/yolo_labels/frame_000400.txt,400,true,609.6050409064633,0.0,29.394959093536727,197.73625594927483,OK_ODOM_CAMERA_FALLBACK
405,14.637,images/pt_camera/frame_000405.png,annotations/yolo_labels/frame_000405.txt,405,true,600.3554404328095,0.0,38.64455956719053,181.39159392768457,OK_ODOM_CAMERA_FALLBACK
410,14.804,images/pt_camera/frame_000410.png,annotations/yolo_labels/frame_000410.txt,410,true,592.1456060732648,0.0,46.854393926735156,167.6093716693211,OK_ODOM_CAMERA_FALLBACK
415,15.005,images/pt_camera/frame_000415.png,annotations/yolo_labels/frame_000415.txt,415,true,580.1443376408861,0.0,58.85566235911392,148.95514924776407,OK_ODOM_CAMERA_FALLBACK
420,15.137,images/pt_camera/frame_000420.png,annotations/yolo_labels/frame_000420.txt,420,true,571.6718834214282,0.0,67.32811657857178,136.73273824651508,OK_ODOM_CAMERA_FALLBACK
425,15.305,images/pt_camera/frame_000425.png,annotations/yolo_labels/frame_000425.txt,425,true,561.0708017182135,0.0,77.92919828178651,122.26739707348342,OK_ODOM_CAMERA_FALLBACK
430,15.47,images/pt_camera/frame_000430.png,annotations/yolo_labels/frame_000430.txt,430,true,551.1575913608955,0.0,87.84240863910452,109.27785492231118,OK_ODOM_CAMERA_FALLBACK
435,15.637,images/pt_camera/frame_000435.png,annotations/yolo_labels/frame_000435.txt,435,true,541.5477328814933,0.0,97.45226711850671,97.33871811119025,OK_ODOM_CAMERA_FALLBACK
440,15.804,images/pt_camera/frame_000440.png,annotations/yolo_labels/frame_000440.txt,440,true,533.513127503694,0.0,105.48687249630598,87.67273593172223,OK_ODOM_CAMERA_FALLBACK
445,15.991,images/pt_camera/frame_000445.png,annotations/yolo_labels/frame_000445.txt,445,true,540.934018553254,0.0,98.06598144674604,96.49487767808506,OK_ODOM_CAMERA_FALLBACK
450,16.171,images/pt_camera/frame_000450.png,annotations/yolo_labels/frame_000450.txt,450,true,553.3892894413343,0.0,85.61071055866569,112.19386650695881,OK_ODOM_CAMERA_FALLBACK
455,16.371,images/pt_camera/frame_000455.png,annotations/yolo_labels/frame_000455.txt,455,true,565.5365086437016,0.0,73.46349135629839,128.52043868460044,OK_ODOM_CAMERA_FALLBACK
460,16.537,images/pt_camera/frame_000460.png,annotations/yolo_labels/frame_000460.txt,460,true,576.9961355856336,0.0,62.003864414366376,144.91043718300932,OK_ODOM_CAMERA_FALLBACK
465,16.738,images/pt_camera/frame_000465.png,annotations/yolo_labels/frame_000465.txt,465,true,590.0235078635968,0.0,48.97649213640318,165.10442957456155,OK_ODOM_CAMERA_FALLBACK
470,16.938,images/pt_camera/frame_000470.png,annotations/yolo_labels/frame_000470.txt,470,true,597.2415804835631,0.0,41.7584195164369,181.50759520520683,OK_ODOM_CAMERA_FALLBACK
475,17.138,images/pt_camera/frame_000475.png,annotations/yolo_labels/frame_000475.txt,475,true,602.7779148446534,0.0,36.222085155346576,203.2277812141881,OK_ODOM_CAMERA_FALLBACK
480,17.305,images/pt_camera/frame_000480.png,annotations/yolo_labels/frame_000480.txt,480,true,605.9653301596418,0.0,33.03466984035822,218.4425253731672,OK_ODOM_CAMERA_FALLBACK
485,17.505,images/pt_camera/frame_000485.png,annotations/yolo_labels/frame_000485.txt,485,true,608.4867133288556,0.0,30.513286671144442,235.17373018510503,OK_ODOM_CAMERA_FALLBACK
490,17.671,images/pt_camera/frame_000490.png,annotations/yolo_labels/frame_000490.txt,490,true,610.0450075900865,7.020614272123112,28.95499240991353,246.26440876907324,OK_ODOM_CAMERA_FALLBACK
495,17.837,images/pt_camera/frame_000495.png,annotations/yolo_labels/frame_000495.txt,495,true,611.1690003918025,32.81780321789441,27.830999608197544,238.46998356485713,OK_ODOM_CAMERA_FALLBACK
500,18.004,images/pt_camera/frame_000500.png,annotations/yolo_labels/frame_000500.txt,500,true,612.334290101564,65.65489230634,26.665709898436035,227.94103211031927,OK_ODOM_CAMERA_FALLBACK
505,18.184,images/pt_camera/frame_000505.png,annotations/yolo_labels/frame_000505.txt,505,true,612.6758721095848,99.74091004803924,26.324127890415184,216.76773272673736,OK_ODOM_CAMERA_FALLBACK
510,18.338,images/pt_camera/frame_000510.png,annotations/yolo_labels/frame_000510.txt,510,true,568.8277422118877,297.9309856590938,70.17225778811235,181.06901434090622,OK_ODOM_CAMERA_FALLBACK
515,18.537,images/pt_camera/frame_000515.png,annotations/yolo_labels/frame_000515.txt,515,true,550.8183341369631,309.7823650549973,88.18166586303687,169.21763494500271,OK_ODOM_CAMERA_FALLBACK
520,18.704,images/pt_camera/frame_000520.png,annotations/yolo_labels/frame_000520.txt,520,true,531.2072471035218,320.65835523099815,107.79275289647819,158.34164476900185,OK_ODOM_CAMERA_FALLBACK
525,18.905,images/pt_camera/frame_000525.png,annotations/yolo_labels/frame_000525.txt,525,true,510.6883506689509,330.6426769786711,128.31164933104913,148.3573230213289,OK_ODOM_CAMERA_FALLBACK
530,19.074,images/pt_camera/frame_000530.png,annotations/yolo_labels/frame_000530.txt,530,true,492.44989426907387,340.0615473375799,146.55010573092613,138.9384526624201,OK_ODOM_CAMERA_FALLBACK
535,19.237,images/pt_camera/frame_000535.png,annotations/yolo_labels/frame_000535.txt,535,true,475.50746491637585,346.7940734070607,163.49253508362415,132.2059265929393,OK_ODOM_CAMERA_FALLBACK
540,19.405,images/pt_camera/frame_000540.png,annotations/yolo_labels/frame_000540.txt,540,true,458.0658086019049,355.15288354486376,180.9341913980951,123.84711645513624,OK_ODOM_CAMERA_FALLBACK
545,19.571,images/pt_camera/frame_000545.png,annotations/yolo_labels/frame_000545.txt,545,true,441.36250692010697,363.0184662845048,197.63749307989303,115.98153371549517,OK_ODOM_CAMERA_FALLBACK
550,19.737000000000002,images/pt_camera/frame_000550.png,annotations/yolo_labels/frame_000550.txt,550,true,424.28669585308467,369.8033117337752,214.71330414691533,109.19668826622478,OK_ODOM_CAMERA_FALLBACK
555,19.904,images/pt_camera/frame_000555.png,annotations/yolo_labels/frame_000555.txt,555,true,408.0154318900766,375.39731073249175,230.98456810992337,103.60268926750825,OK_ODOM_CAMERA_FALLBACK
560,20.07,images/pt_camera/frame_000560.png,annotations/yolo_labels/frame_000560.txt,560,true,391.8378075028536,381.15588221453584,247.1621924971464,97.84411778546416,OK_ODOM_CAMERA_FALLBACK
565,20.27,images/pt_camera/frame_000565.png,annotations/yolo_labels/frame_000565.txt,565,true,375.9341824063956,386.9445265883023,263.0658175936044,92.05547341169768,OK_ODOM_CAMERA_FALLBACK
570,20.437,images/pt_camera/frame_000570.png,annotations/yolo_labels/frame_000570.txt,570,true,376.27787751798553,385.7742699846923,262.72212248201447,93.2257300153077,OK_ODOM_CAMERA_FALLBACK
575,20.47,images/pt_camera/frame_000575.png,annotations/yolo_labels/frame_000575.txt,575,true,376.27787751798553,385.7742699846923,262.72212248201447,93.2257300153077,OK_ODOM_CAMERA_FALLBACK
580,20.571,images/pt_camera/frame_000580.png,annotations/yolo_labels/frame_000580.txt,580,true,376.698512519571,385.07606133215825,262.301487480429,93.92393866784175,OK_ODOM_CAMERA_FALLBACK
585,20.74,images/pt_camera/frame_000585.png,annotations/yolo_labels/frame_000585.txt,585,true,377.5475263714806,383.6519995736417,261.4524736285194,95.34800042635828,OK_ODOM_CAMERA_FALLBACK
590,20.937,images/pt_camera/frame_000590.png,,590,false,0.0,0.0,0.0,0.0,BBOX_TOO_SMALL
595,21.179,images/pt_camera/frame_000595.png,,595,false,0.0,0.0,0.0,0.0,BBOX_TOO_SMALL
600,21.348,images/pt_camera/frame_000600.png,,600,false,0.0,0.0,0.0,0.0,BBOX_TOO_SMALL
605,21.538,images/pt_camera/frame_000605.png,,605,false,0.0,0.0,0.0,0.0,BBOX_TOO_SMALL
610,21.738,images/pt_camera/frame_000610.png,,610,false,0.0,0.0,0.0,0.0,BBOX_TOO_SMALL
615,21.904,images/pt_camera/frame_000615.png,,615,false,0.0,0.0,0.0,0.0,BBOX_TOO_SMALL
620,22.07,images/pt_camera/frame_000620.png,,620,false,0.0,0.0,0.0,0.0,BBOX_TOO_SMALL
625,22.242,images/pt_camera/frame_000625.png,,625,false,0.0,0.0,0.0,0.0,BBOX_TOO_SMALL
630,22.404,images/pt_camera/frame_000630.png,,630,false,0.0,0.0,0.0,0.0,BBOX_TOO_SMALL
635,22.57,images/pt_camera/frame_000635.png,,635,false,0.0,0.0,0.0,0.0,BBOX_TOO_SMALL
640,22.751,images/pt_camera/frame_000640.png,,640,false,0.0,0.0,0.0,0.0,BBOX_TOO_SMALL
645,22.905,images/pt_camera/frame_000645.png,,645,false,0.0,0.0,0.0,0.0,BBOX_TOO_SMALL
650,23.07,images/pt_camera/frame_000650.png,,650,false,0.0,0.0,0.0,0.0,BBOX_TOO_SMALL
655,23.237,images/pt_camera/frame_000655.png,,655,false,0.0,0.0,0.0,0.0,BBOX_TOO_SMALL
660,23.404,images/pt_camera/frame_000660.png,,660,false,0.0,0.0,0.0,0.0,BBOX_TOO_SMALL
665,23.57,images/pt_camera/frame_000665.png,,665,false,0.0,0.0,0.0,117.50314419717282,BBOX_TOO_SMALL
670,23.739,images/pt_camera/frame_000670.png,,670,false,0.0,0.0,0.0,298.5663516351054,BBOX_TOO_SMALL
675,23.914,images/pt_camera/frame_000675.png,,675,false,0.0,0.0,0.0,468.9465415296892,BBOX_TOO_SMALL
680,24.07,images/pt_camera/frame_000680.png,,680,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
685,24.305,images/pt_camera/frame_000685.png,,685,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
690,24.47,images/pt_camera/frame_000690.png,,690,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
695,24.637,images/pt_camera/frame_000695.png,,695,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
700,24.821,images/pt_camera/frame_000700.png,,700,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
705,24.97,images/pt_camera/frame_000705.png,,705,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
710,25.137,images/pt_camera/frame_000710.png,,710,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
715,25.305,images/pt_camera/frame_000715.png,,715,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
720,25.477,images/pt_camera/frame_000720.png,,720,false,0.0,184.0105533960161,0.0,294.9894466039839,BBOX_TOO_SMALL
725,25.637,images/pt_camera/frame_000725.png,,725,false,0.0,431.8776189195305,0.0,47.122381080469495,BBOX_TOO_SMALL
730,25.805,images/pt_camera/frame_000730.png,,730,false,0.0,730.9381327243113,0.0,0.0,BBOX_TOO_SMALL
735,25.97,images/pt_camera/frame_000735.png,,735,false,0.0,961.2847594412204,0.0,0.0,BBOX_TOO_SMALL
740,25.97,images/pt_camera/frame_000740.png,,740,false,0.0,978.8225415253988,0.0,0.0,BBOX_TOO_SMALL
745,26.205,images/pt_camera/frame_000745.png,,745,false,0.0,1378.753187235789,0.0,0.0,BBOX_TOO_SMALL
750,26.37,images/pt_camera/frame_000750.png,,750,false,0.0,1544.028176949335,0.0,0.0,BBOX_TOO_SMALL
755,26.537,images/pt_camera/frame_000755.png,,755,false,0.0,1752.143011570105,0.0,0.0,BBOX_TOO_SMALL
760,26.711,images/pt_camera/frame_000760.png,,760,false,0.0,1939.3174836301494,0.0,0.0,BBOX_TOO_SMALL
765,26.874,images/pt_camera/frame_000765.png,,765,false,0.0,2111.568625283384,0.0,0.0,BBOX_TOO_SMALL
770,27.071,images/pt_camera/frame_000770.png,,770,false,0.0,2346.2724682715075,0.0,0.0,BBOX_TOO_SMALL
775,27.245,images/pt_camera/frame_000775.png,,775,false,0.0,2472.611488948944,0.0,0.0,BBOX_TOO_SMALL
780,27.437,images/pt_camera/frame_000780.png,,780,false,0.0,2648.5361353840763,0.0,0.0,BBOX_TOO_SMALL
785,27.605,images/pt_camera/frame_000785.png,,785,false,0.0,2784.1998386555774,0.0,0.0,BBOX_TOO_SMALL
790,27.77,images/pt_camera/frame_000790.png,,790,false,0.0,2905.124003399655,0.0,0.0,BBOX_TOO_SMALL
795,27.947,images/pt_camera/frame_000795.png,,795,false,0.0,3022.3604162355828,0.0,0.0,BBOX_TOO_SMALL
800,28.137,images/pt_camera/frame_000800.png,,800,false,0.0,3158.936754315072,0.0,0.0,BBOX_TOO_SMALL
805,28.306,images/pt_camera/frame_000805.png,,805,false,0.0,3310.8922634779815,0.0,0.0,BBOX_TOO_SMALL
810,28.481,images/pt_camera/frame_000810.png,,810,false,0.0,3402.0763906937887,0.0,0.0,BBOX_TOO_SMALL
815,28.705,images/pt_camera/frame_000815.png,,815,false,0.0,3513.1436163602943,0.0,0.0,BBOX_TOO_SMALL
820,28.87,images/pt_camera/frame_000820.png,,820,false,0.0,3624.9454052446413,0.0,0.0,BBOX_TOO_SMALL
825,29.045,images/pt_camera/frame_000825.png,,825,false,0.0,3735.683112223027,0.0,0.0,BBOX_TOO_SMALL
830,29.211,images/pt_camera/frame_000830.png,,830,false,0.0,3829.7086009740706,0.0,0.0,BBOX_TOO_SMALL
835,29.37,images/pt_camera/frame_000835.png,,835,false,0.0,3906.519594746586,44.19683336832429,0.0,BBOX_TOO_SMALL
840,29.407,images/pt_camera/frame_000840.png,,840,false,0.0,3911.369552273462,47.845254747603974,0.0,BBOX_TOO_SMALL
845,29.474,images/pt_camera/frame_000845.png,,845,false,0.0,3940.6584068374423,71.18271042171656,0.0,BBOX_TOO_SMALL
850,29.641,images/pt_camera/frame_000850.png,,850,false,0.0,4008.9230598562776,135.3787370372171,0.0,BBOX_TOO_SMALL
855,29.807,images/pt_camera/frame_000855.png,,855,false,0.0,4085.5509097324352,224.4938202450453,0.0,BBOX_TOO_SMALL
860,29.975,images/pt_camera/frame_000860.png,,860,false,0.0,4190.33611763063,366.31344350296325,0.0,BBOX_TOO_SMALL
865,30.107,images/pt_camera/frame_000865.png,annotations/yolo_labels/frame_000865.txt,865,true,0.0,0.0,238.89530955363094,479.0,OK_ODOM_CAMERA_FALLBACK
870,30.107,images/pt_camera/frame_000870.png,annotations/yolo_labels/frame_000870.txt,870,true,0.0,0.0,238.89530955363094,479.0,OK_ODOM_CAMERA_FALLBACK
875,30.275,images/pt_camera/frame_000875.png,,875,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
880,30.452,images/pt_camera/frame_000880.png,,880,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
885,30.61,images/pt_camera/frame_000885.png,,885,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
890,30.774,images/pt_camera/frame_000890.png,,890,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
895,30.989,images/pt_camera/frame_000895.png,,895,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
900,31.141,images/pt_camera/frame_000900.png,,900,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
905,31.307,images/pt_camera/frame_000905.png,,905,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
910,31.474,images/pt_camera/frame_000910.png,,910,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
915,31.642,images/pt_camera/frame_000915.png,,915,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
920,31.811,images/pt_camera/frame_000920.png,,920,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
925,31.974,images/pt_camera/frame_000925.png,,925,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
930,32.107,images/pt_camera/frame_000930.png,,930,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
935,32.107,images/pt_camera/frame_000935.png,,935,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
940,32.242,images/pt_camera/frame_000940.png,,940,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
945,32.416,images/pt_camera/frame_000945.png,,945,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
950,32.574,images/pt_camera/frame_000950.png,,950,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
955,32.741,images/pt_camera/frame_000955.png,,955,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
960,32.907,images/pt_camera/frame_000960.png,,960,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
965,33.091,images/pt_camera/frame_000965.png,,965,false,0.0,0.0,0.0,479.0,BBOX_TOO_SMALL
